text,label
"Montgomerie, Donald Paired in Ryder Cup Race  MUNICH (Reuters) - The two favorites for a Ryder Cup  wildcard, youngster Luke Donald and seven-time European number  one Colin Montgomerie, have been paired for the first two  rounds of the BMW International Open that begins Thursday.",Sport
Iran Says It Won't Halt Nuclear Technology Drive (Reuters) Reuters - Iran Sunday rejected European demands it\abandon sensitive nuclear activities but reiterated its\readiness to provide assurances that its atomic ambitions are\entirely peaceful.,Politics
"Portis the showman remains a team player From the first day of the Washington Redskins #39; first minicamp in March, Clinton Portis was marching to a different beat. While his teammates were practically swooning over their first practice under returning ",Sport
Pakhalina Leads Diving Semifinals Australian Irina Lashko advances to the final of 3-meter springboard with the top score from Thursday's semifinals.,Sport
"Kitajima sweeps both breaststrokes, Hanson third ATHENS --After winning world titles in both breaststroke events last summer while setting world records in each, Japan #39;s Kosuke Kitajima sat helplessly from across the Pacific last month as American Brendan Hansen broke ...",Sport
"They flocked from Games ATHENS -- During yesterday's celebration of the assumption of the Virgin Mary, the Greek orthodox clergy had a stern reminder for the organizers of the Olympic Games: No matter what the advertisements and speeches say about Greece's modern, Western orientation, this country is still the domain of its decidedly traditional, ubiquitous state-sanctioned religion. Speaking over the Byzantine chants of a ...",Sport
Film on cat killers draws protest Animal-rights activists demand a boycott of a Toronto screening of a flim about killing a cat.,Politics
"Riot in Salvadoran jail leaves 20 dead, 30 injured MEXICO CITY, Aug. 18 (Xinhuanet) -- A bloody riot Wednesday in the La Esperanza Jail, in Mariona, in the outskirts of San Salvador, left a toll of at least 20 dead and another 30 injured. ",Politics
Julio Files Appeal Orioles pitcher Jorge Julio receives a four-game suspension from Major League Baseball on Friday for throwing a pitch that nearly hit Minnesota's Augie Ojeda in the head.,Sport
"UNDATED: third straight. Lisa Leslie recorded the third triple-double in WNBA history, finishing with 29 points, 15 rebounds and 10 blocks in Los Angeles #39; win over defending league champion Detroit.",Sport
Parliament should sit if election not called: Latham Opposition Leader Mark Latham today urged Prime Minister John Howard to either call an election and dissolve parliament or allow this week #39;s parliament sitting to proceed.,Politics
"Released Indian hostages return back home After living under fear of death for 42 days, three Indian truck drivers released by their Iraqi captors today returned home to an emotional welcome by their families here.",Politics
Larsson goal caps return to Celtic as Barca win 3-1 Barcelona striker Henrik Larsson marked his return to Celtic with his Spanish side #39;s third goal in an impressive 3-1 win against the Scottish champions in Tuesday #39;s Champions League Group F opener.,Sport
"Former Amateur Golf Star Dies at 78 (AP) AP - Harvie Ward, a two-time U.S. Amateur champion and a top teaching pro whose clients included the late Payne Stewart, has died after a long illness.",Sport
"Athletics: For Greeks, hurdles offer redemption after heroes #39; fall ATHENS In her semifinal, Fani Halkia had run the fastest women #39;s 400-meter hurdles in Olympic history. After the final on Wednesday night she ran what might have been the slowest victory lap.",Sport
"Darfur Displaced Angry as U.N., Govt Visit (Reuters) Reuters - Angry Darfuris who fled Arab\militias told the U.N.'s top envoy in Sudan Thursday they are\still not safe because the Janjaweed who tormented them at home\are among security forces guarding refugee camps.",Politics
Calgary's Kiprusoff Wins Big in Arbitration  TORONTO (Sports Network) - Calgary Flames goaltender Miikka  Kiprusoff will receive a huge increase in salary for the  upcoming season after an arbitrator Monday awarded the Vezina  Trophy finalist \$2.95 million.,Sport
China finishes 1-2 in springboard diving Guo Jingjing and Wu Minxia gave China gold and silver Thursday night in the Olympic women #39;s springboard diving event. China ran its diving medal total to seven.,Sport
US Seeks Quick UN Vote Warning Syria on Lebanon Washington on Tuesday swept aside objections from Beirut and called for a Security Council vote within days on a draft resolution to put pressure on Syria to respect Lebanese sovereignty.,Politics
Park uses late rally to take lead at Wachovia Classic Grace Park closed with an eagle and two birdies for a 7-under-par 65 and a two-stroke lead after three rounds of the Wachovia LPGA Classic on Saturday.,Sport
Loss has Mercury scrambling to hold final playoff berth The Mercury wasted a 13-point lead and dipped to .500 at 16-16 with a 73-58 loss to the Seattle Storm at KeyArena Wednesday night.,Sport
American Men Salvage Bronze in Basketball The U.S. men's basketball team can console itself with two things: third place and the highest point total of the Olympic tournament.,Politics
"Bangladesh #39;s Opposition Party Calls for Another Strike The main opposition party in Bangladesh has called for another nationwide strike to protest a deadly grenade attack at a party rally in the capital, Dhaka, eight days ago.",Politics
"Federer has final obstacle: Hewitt World #39;s No.1 player must beat Australian to become first man since 1988 to win three majors in a year. By KEITH NIEBUHR, Times Staff Writer.",Sport
"Woodward Remains England Coach, Will Continue Talks on Future Clive Woodward, who led England to victory at last year #39;s rugby World Cup, will today hold further talks about his future, a day after saying he will quit as coach.",Sport
"Mets #39; Brain Trust Isn #39;t Thinking So Straight HE Atlanta Braves, who visited Shea Stadium for a doubleheader last night, have won 12 - going on 13 - consecutive division championships.",Sport
"After comeback, comedown for US Playing from behind finally doomed the US women's volleyball team. After struggling just to get out of the preliminary round, the Americans were eliminated from the Olympics yesterday in Athens when a late rally fizzled against Brazil in a quarterfinal defeat, 25-22, 25-20, 22-25, 25-27, 15-6.",Sport
"Arms dealer says Thatcher wanted to buy two military helicopters An arms dealer, who is the key state witness in the attempted coup in an oil-rich African state, said that he had talks with Sir Mark Thatcher who wanted to buy two military helicopters, it was revealed yesterday.",Politics
"Phelps Dominates 200 IM for Fourth Gold ATHENS, Greece - American Michael Phelps won his fourth gold medal of the Olympics in the 200-meter individual medley Thursday night, leading the entire race. Phelps finished in an Olympic-record time of 1 minute, 57.14 seconds, lowering his own mark of 1:58.52 set in the semifinals one night earlier...",Politics
"BASEBALL ROUNDUP Astros Apply Power in a Drive for More The Houston Astros, who are battling for a wild-card playoff spot, powered their way to a season-best sixth straight victory yesterday.",Sport
Lions' Porcher Accepting Diminished Role (AP) AP - Robert Porcher knows his NFL career is heading toward the end.,Sport
Wilson Takes One-Shot Lead at Texas Open (AP) AP - Dean Wilson shot a 5-under 65 on Friday and led first-round leader Ted Purdy by a stroke halfway through the Texas Open.,Sport
"Earthquakes rattle western Japan AN earthquake measuring 7.3 on the Richter Scale hit western Japan this morning, just hours after another strong quake rocked the area.",Politics
"Indonesian polls point to change Election-eve opinion polls in Indonesia suggest the country is headed for a change of president. Ahead of Monday #39;s vote, incumbent Megawati Sukarnoputri is well behind her former security minister Susilo Bambang Yudhoyono, polls suggest.",Politics
"Hamm gold by a sliver ATHENS - Paul Hamm feared he had blown a shot for a medal when he stumbled at the end of his performance in the vault, his fourth event in the six-event men #39;s individual all-around final. But the freckle-faced gymnast from Wisconsin ...",Sport
"Inter draws again Milan, Italy (Sports Network) - Inter Milan has earned just two points after two Serie A matches, thanks to a 1-1 draw with Palermo on Saturday night.",Sport
"25 people killed in Venezuela plane crash A military plane crashed into a mountain in central Venezuela, killing 25 people, including five children, the air force rescue team said in a statement Saturday.",Politics
USC starts at the top Southern California greeted news of its first preseason No. 1 ranking since 1979 with ambivalence.,Sport
"France Hopes Iraq Hostages Will Be Freed Soon (Reuters) Reuters - France said on Saturday it hoped Islamic\militants were about to free two French hostages, but urged\caution as fresh violence erupted in Iraq.",Politics
"Typhoon Aere Lashes Taiwan #39;s Capital Typhoon Aere battered northern Taiwan on Tuesday with howling winds and sheets of rain that grounded flights, shut down financial markets and triggered mudslides on the densely populated island.",Politics
"Iraq violence flares leaving 44 dead Mahmudiya Sept 5: At least 44 people have been killed in one of the bloodiest days since the new Iraqi government took office, as police suffered heavy losses in two separate incidents and clashes raged between US forces and insurgents.",Politics
Italy #39;s Brugnetti Upstages Perez in 20km Walk ATHENS (Reuters) - Italy #39;s former world champion Ivano Brugnetti returned to the limelight to upstage favorite Jefferson Perez and win the Olympic men #39;s 20km race walk on Friday. ,Sport
"Singapore verifying reports of new Malaysian bird flu outbreak SINGAPORE : Singapore says it is verifying reports of another bird flu outbreak in a Malaysian farm. Singapore was scheduled to review its current ban on Malaysian poultry and eggs on Saturday, but this may now be delayed.",Politics
"Athletes Return to Olympia, Home of Games, After 1,611 Years Aug. 18 (Bloomberg) -- Olympia, home of the Olympics for more than 12 centuries, will host competition for the first time in 1,611 years when the shot put competition of the Athens Games is contested at Greece #39;s most sacred sporting site. ",Sport
Chirac sends foreign minister to Middle East to negotiate on Iraq hostages (AFP) AFP - French President Jacques Chirac said that he would immediately dispatch his foreign minister to the Middle East to help negotiate the release of two French journalists kidnapped in Iraq.,Politics
"ADHD parents 'are also affected' Parents of children with attention deficit  hyperactive disorder (ADHD), often show signs of the condition themselves, research has suggested.",Politics
"Canada Beats U.S. 3-1 in Cup Hockey (AP) AP - Vincent Lecavalier, Joe Sakic and Brad Richards scored in the second period to lead Canada to a 3-1 over the United States in a World Cup of Hockey exhibition game Wednesday night.",Sport
Real sells 3m tracks at a loss RealNetworks says it increased its share of the online music market after halving the price of tunes.,Politics
Coup trial of  #39;mercenaries #39; opens A South African arms dealer accused of a key role in a planned coup attempt in Equatorial Guinea today sought to clear 18 imprisoned co-defendants.,Politics
"Iraq #39;s top cleric wins agreement from rebel and government for &lt;b&gt;...&lt;/b&gt; Iraq #39;s top Shiite cleric, Grand Ayatollah Ali al-Sistani, made a dramatic return to Najaf on Thursday and swiftly won agreement from a rebel cleric and the government to end three weeks of fighting between his militia and US-Iraqi forces.",Politics
"Indonesian Police Detain Seven People on Terror Links  JAKARTA (Reuters) - Indonesian police have detained seven  people linked to terrorism since last week's bombing outside  the Australian embassy in Jakarta that killed nine people and  wounded 182, officers said on Friday.",Politics
"France refuses Iraqi kidnappers #39; ultimatum The French government today refused to bow to the demands of militants who have kidnapped two French journalists in Iraq, insisting that a law banning Muslim headscarves in school would go ahead.",Politics
"Laden aide says US forces driven into trenches in Afghanistan &lt;b&gt;...&lt;/b&gt; Osama bin Laden #39;s aide, Ayman al-Zawahri, said Thursday in a videotape broadcast by al-Jazeera TV that mujahedeen (holy fighters) have taken control of much of Afghanistan and driven US forces into the  quot;trenches quot;.",Politics
Kerry touts job-creation plans (AFP) AFP - Democratic White House hopeful John Kerry promised to help boost US job growth and take a harder line on alleged abuses by China as he touted his economic plan.,Politics
"No evidence of hijack bid found before jet explosions MOSCOW -- Russia's transport minister, citing a  quot;black box quot; recording from one of two planes that crashed minutes apart last week, said yesterday there was no evidence of a hijacking attempt or any other disturbance before explosions aboard the jetliners.",Politics
"SportsNetwork Game Preview (Sports Network) - Barry Bonds can join the exclusive 700 club tonight, as the San Francisco Giants begin a three-game series versus the Milwaukee Brewers at Miller Park.",Sport
Sudan: Annan calls for expanded international presence to stop &lt;b&gt;...&lt;/b&gt; 3 September 2004 - Secretary-General Kofi Annan says the international presence in Sudan #39;s war-torn Darfur region must be expanded as soon as possible because attacks against civilians are continuing and  quot;the vast majority of militias quot; have not been ,Politics
Transactions BASEBALL Arizona (NL): Placed C Koyie Hill on the 15-day DL; purchased contract of C Chris Snyder from El Paso (Texas League). Baltimore (AL): Placed OF Larry Bigbie and 2B-OF Jerry Hairston on the 15-day DL; recalled OF Darnell McDonald from Ottawa (IL); purchased contract of OF Val Majewski from Bowie (EL). Houston (NL): Placed P Andy Pettitte on the ...,Sport
"RED SOX 8, ATHLETICS 3 Pedro Martnez hardly had to outpitch Tim Hudson. Hudson, Oakland #39;s All-Star right-hander, staked Boston to a huge lead himself.",Sport
Jimenez to ignore Garcia Someone would be well advised to warn Sergio Garcia to keep off the subject of how Miguel Angel Jimenez should prepare for the Ryder Cup when they play together in today #39;s third round of the Omega European Masters.,Sport
Chavez celebrates referendum win Venezuelan President Hugo Chavez and throngs of his supporters jammed avenues in downtown Caracas on Friday to celebrate the president #39;s defeat of an August 15 recall referendum.,Politics
"Gronholm crashes out of rally FINLAND #39;s Marcus Gronholm crashed out of the Rally of Great Britain, the 12th round of the 16-race world championship series, during today #39;s second special stage.",Sport
"Felix, Two Other US Women Advance in 200 ATHENS, Greece Aug. 23, 2004 - Allyson Felix led three American women into the second round of the 200 meters on Monday, posting the fastest time of 22.",Sport
Heartbreak for Deakes Sloping off: Nathan Deakes walks with one foot off the ground after his disqualification from the men #39;s 50km walk. Photo: AP Picture:MARK BAKER.,Sport
Karzai  #39;disturbed #39; at Kabul bomb Afghanistan #39;s President Hamid Karzai says he is deeply disturbed by a bomb attack in the capital Kabul in which at least seven people died.,Politics
Czechs Trounce Sweden to Reach World Cup Semi-Finals  STOCKHOLM (Reuters) - Czech Republic reached the World Cup  semi-finals by outclassing Sweden 6-1 thanks to some efficient  counter-attacking hockey on Tuesday.,Sport
"Gatlin Wins 100 Meters; Greene Third Justin Gatlin ran the race of his life, barely holding off the field Sunday night to win the 100 meters in 9.85 seconds. Francis Obikwelu of Portugal got the silver ",Sport
"Wright dazzles in halting slide He was a young phenom then, much like Jeff Francis is now, and it was former Rockies pitcher Marvin Freeman who pinned the moniker on the 6-foot-6, apparently good-looking right-hander from Oklahoma City during the spring of 1996.",Sport
SI.com CINCINNATI (Ticker) -- Brett Myers continued his recent surge to help the Philadelphia Phillies avoid a rare sweep by the Cincinnati Reds .,Sport
"Yankees destroy Jays With the New York Yankees' starting rotation struggling, the team's offense matched its biggest performance of the season.",Sport
"Ryder Cup berths on the line at BMW, Jimenez leads Miguel Angel Jimenez #39;s 66 gave the Spaniard a one-shot lead Friday at the BMW International Open, where European players are in a last-minute scramble to make the Ryder Cup team.",Sport
Year-by-year leaders J.J. Sullivan gives Tyngsboro its first Eastern Massachusetts scoring leader. Following are the year-by-year scoring leaders for EMass. Year Name School Points 2003 J.J. Sullivan Tyngsboro 208 2002 Gerard Festa St. Mary's 199 2001 Jeff Ross Lowell 166 2000 Stephen Grillo Savio Prep 310 1999 Chris Piscione Chelmsford 168 1998 Brian Fabrizio Norwell 269 1997 Sharif Hartgrove Madison Park 210 ...,Sport
Palestinian PM Qorei set for talks in Egypt (AFP) AFP - Palestinian premier Ahmed Qorei is to hold talks with senior officials in Egypt this week over Israel's planned pullout from the Gaza Strip and the possibility of a new truce by armed factions.,Politics
"Lebanon to Extend President's Term, Defying U.N.  BEIRUT (Reuters) - Lebanon's parliament is going ahead with  a vote to extend the term of Syrian-backed President Emile  Lahoud Friday despite a U.N. Security Council resolution  warning Damascus against interfering in Lebanon.",Politics
Ex-Worker Sues RNC for Discrimination (AP) AP - A former field director is accusing the Florida Republican Party of racial discrimination in a federal lawsuit.,Politics
Clemson Wins in 2OT Charlie Whitehurst threw an 11-yard touchdown pass to Kyle Browning in the second overtime that lifted No. 15 Clemson to a 37-30 victory over Wake Forest on Saturday.,Sport
US NBA stars advance by ousting Spain (AFP) AFP - Stephon Marbury scored 31 points and the United States defeated Spain 102-94 in a pressure-packed Olympic men's basketball quarter-final to keep alive their hopes of a gold medal.,Sport
"Panthers Out to Prove Super Bowl No Fluke (AP) AP - There is no arrogant swagger among the Carolina Panthers, no bold predictions that they will walk straight back into the Super Bowl this season.",Sport
"NL Wrap: Padres Ease Past Giants Despite Bonds Homer  SAN FRANCISCO (Reuters) - Jay Payton's three-run homer led  the San Diego Padres to a 5-1 win over the San Francisco Giants  in National League play Saturday, despite a 701st career blast  from Barry Bonds.",Sport
Iraqis flock to shrine after deal Thousands of Iraqis walk through Najaf to the city's great shrine as a peace deal takes effect.,Politics
Alonso the pass master Spain international Xabi Alonso is a player that epitomises the type of footballer Liverpool manager Rafael Benitez wants to have at Anfield.,Sport
"Zimbabwe Convicts Accused 'Mercenary' for Weapons  HARARE (Reuters) - A Zimbabwe court Friday convicted a  British man accused of leading a coup plot against the  government of oil-rich Equatorial Guinea on weapons charges,  but acquitted most of the 69 other men held with him.",Politics
"Taiwan Markets, Businesses Close for Typhoon Aere (Update4) Taiwan #39;s financial markets and most businesses in the capital Taipei are closed for the day as Typhoon Aere approaches with torrential rain and winds of up to 165 kilometers (102 miles) an hour.",Politics
"Casagrande and Golbano unfit for Vuelta Italian cyclist Francesco Casagrande (Lampre) and Spaniard Carlos Romn Golbano (Costa de Almera-Paternina) have been declared unfit to start the Vuelta a Espaa, after blood tests on Wednesday evening revealed that they each had exceeded the ",Sport
"Olympics Notebook: Kenteris, Thanou withdraw after ducking drug tests ATHENS, Greece -- A dark cloud over the Games lifted yesterday as Greece #39;s top two sprinters pulled out rather than face expulsion over a missed drug test. ",Sport
Usual suspects could be challenged The pressure on IRL IndyCar Series championship leaders Tony Kanaan and Buddy Rice is beginning to increase with the end of the 2004 season just eight weeks -- or five races -- away.,Sport
"Convention Protests Target Labor Policies (AP) AP - Republican National Convention protesters waved symbolic pink slips along a three-mile ""unemployment line,"" labor unions demanded better treatment of workers and a group of AIDS activists infiltrated Madison Square Garden on Wednesday, as arrest totals soared beyond 1,700 for the past week.",Politics
"Despondent Brown: 'I Feel Like a Failure' (AP) AP - Larry Brown was despondent, the head of the U.S. selection committee was defensive, and Allen Iverson was hanging up on callers who asked what went wrong. A day after their first Olympic loss in 16 years, the Americans were experiencing varying degrees of distress.",Sport
"Dreaded day finally arrives: NHL to trigger lockout Wednesday at &lt;b&gt;...&lt;/b&gt; Come midnight EDT on Wednesday night, barring a miracle, the NHL lockout will finally begin. Few believe it will end any time soon.",Sport
Transactions BASEBALL Kansas City (AL): Activated P Jeremy Affeldt from the 15-day DL; optioned P Jorge Vasquez to Wichita (Texas League).,Sport
Milosevic trial postponed The war crimes trial of Slobodan Milosevic is being put on hold for a month -- to give the former Yugoslav president #39;s court-assigned lawyers time to prepare a defense.,Politics
"Dodgers Beat D'backs 4-1 in 13 Innings (AP) AP - Steve Finley hit a three-run double in the 13th inning in his return to Arizona, lifting the Los Angeles Dodgers to a 4-1 victory over the Diamondbacks on Tuesday night.",Sport
"Iranian judo scandal Iran #39;s Judo champion, a favourite at the Athens Games, has disqualified himself rather than face an Israeli opponent, apparently on the instruction of Iran #39;s Olympic Committee. So far the International Olympic Committee has been silent. What #39;s your view? ...",Sport
Israeli Arab team enter big league An Israeli football team which includes both Arab and Jewish players is to kick off its first big international match on Thursday evening in the UEFA cup.,Sport
"Mussina Stymies Royals Mike Mussina pitches three-hit ball for eight innings and strikes out a season-high 11 as the Yankees blank Kansas City, 4-0, Tuesday night and boost the margin over second-place Boston to four games.",Sport
"CIA Nominee Promises to Shed Partisanship WASHINGTON - President Bush's nominee to head the CIA promised Tuesday to shed his political past and provide precise, objective and independent intelligence to the president and Congress. But after a 4 1/2-hour confirmation hearing, some Democrats on the Senate Intelligence Committee were not convinced...",Politics
"Jakarta bombing draws international defiance, condemnation JAKARTA : The bloody car bomb attack outside the Australian embassy in Indonesia Thursday drew strong international condemnation and defiance as leaders vowed to work together to fight the scourge of terrorism.",Politics
Sharapova Forced to Scrap Past Granville  NEW YORK (Reuters) - The Maria Sharapova express almost  came off the rails Tuesday when she was pushed to the limit in  the U.S. Open first round by American Laura Granville.,Sport
"Team USA Burned Late The Americans give up two late scores, including Saku Koivu's unchallenged goal with 3:54 left Friday night, in a 2-1 loss to Finland in the semifinals.",Sport
"UN: Most Terror Attacks Cost Under \$50G The al-Qaida (website - news) terror network spent less than \$50,000 on each of its major attacks except the Sept. 11 suicide hijackings and one of its hallmarks is using readily available ",Politics
"Vikings 35, Cowboys 17 Culpepper threw a career-high five touchdown passes, two to Randy Moss, and led the Vikings to a 35-17 victory over the Cowboys on Sunday afternoon.",Sport
"Seahawks Stuff Packers Fourth-string quarterback Seneca Wallace led Seattle on two touchdown drives as the Seahawks defeated the Packers, 21-3, on Monday night.",Sport
"Grimes to Face Weworski in Amateur Final (AP) AP - Virginia Derby Grimes, a two-time Curtis Cup player who underwent spinal fusion surgery in 2002, will face Corey Weworski in the championship match of the U.S. Women's Mid-Amateur.",Sport
'Dream Team' Out of Gold Race After Loss to Argentina  ATHENS (Reuters) - United States failed to reach the men's  basketball final for the first time in 16 years and Italy  shocked previously unbeaten Lithuania Friday to set up an  Olympic gold medal game that nobody expected.,Sport
Frances takes out sports events MIAMI - The Florida Marlins postponed Sunday #39;s game against the Chicago Cubs as Hurricane Frances crept ashore on the eastern coast of Florida.,Sport
"Clock ticks down for French hostages, Iraq government in security &lt;b&gt;...&lt;/b&gt; BAGHDAD : The clock was ticking down for two French hostages whose Islamist abductors have served Paris with an ultimatum to lift a ban on Muslim headscarves in schools, while Iraq #39;s government continued efforts to end the chaos prevailing in the country.",Politics
"Source: Colombian Cyclist Fails Drug Test (AP) AP - Colombian cyclist Maria Luisa Calle Williams has tested positive for a stimulant and could lose her bronze medal, Olympic officials said on Sunday.",Sport
"Bomb Kills 16 During Indian Celebration A powerful bomb killed at least 16 people, many of them schoolchildren, and wounded about 40 others as they assembled for an Independence Day parade Sunday in the northeastern state of Assam, authorities said.",Politics
"Locusts invade ""Passion of Christ"" town (Reuters) Reuters - It seemed like an invasion of Biblical proportions in the Italian town of Matera, the outdoor setting for Mel Gibson's film\""The Passion of The Christ"".",Politics
"MICK SENT TO BENCH BLOOMFIELD TWP., Mich. - There are still two more days of this 35th Ryder Cup to be played out, but unless something dramatic occurs in favor of the US team, Phil ",Sport
"Mobiles kill off more phone boxes \Thousands of loss-making phone boxes face the axe as mobile phone use soars in the UK, says BT.",Politics
"A Door Swings Open, and the World Rambles In Like a latter-day Ellis Island, the National Tennis Center bristled with overseas energy, overseas hopes, overseas dreams.",Sport
UN drive to boost free software The UN is holding events across Asia to encourage the region to adopt free and open source software.,Politics
"Johnny Depp Says He Actually Enjoys Aging VENICE, Italy - Unlike legions of other Hollywood stars, hipster heartthrob Johnny Depp says he actually enjoys aging. The boyish-looking Depp - who plays the author of ""Peter Pan"" in his latest picture ""Finding Neverland"" - was asked if the children's character famed for never growing old made him wish for the same power...",Politics
Hokies Stomp Broncos Bryan Randall throws for 253 yards and two touchdowns and Virginia Tech snaps a four-game losing streak with a 63-0 win over Western Michigan on Saturday.,Sport
"Afghan leader escapes attack rocket exploded near a helicopter carrying President Hamid Karzai yesterday, forcing him to abandon his trip and raising questions about how difficult it will be for him ",Politics
"NL Wrap: Green Homers Lift Los Angeles Past Atlanta  NEW YORK (Reuters) - Shawn Green hit two home runs,  including a grand slam, as Los Angeles defeated the Atlanta  Braves 7-4 in a battle of National League division leaders at  Dodger Stadium on Saturday.",Sport
"Taskmaster Coach Brings  #39;Suffering #39; (and Medicine Ball) Wolf Wigo was 27, earning well into six figures as an options trader in San Francisco, when Ratko Rudic invaded his life. It was 2001, a year after the Sydney Olympics, where ",Sport
"The Holes in a  #39;Shia Strategy #39; Trends in Iraq seem to be moving in two different directions these days. The guerrilla war between the United States and insurgents continues, with mounting clashes and casualties.",Politics
UN urged to punish Burundian Hutu rebels AFRICAN leaders appealed to the United Nations Security Council yesterday to impose sanctions on the Burundian rebel group that claimed responsibility for the massacre of at least 160 refugees at a UN camp in Burundi. ,Politics
"Malaysia #39;s Anwar launches bid to clear his name, return to &lt;b&gt;...&lt;/b&gt; PUTRAJAYA, Malaysia : Former deputy premier Anwar Ibrahim launched a final bid to completely clear his name, a challenge rare in Malaysia #39;s legal system and a move which could lead to his immediate return to politics.",Politics
Iraqi group threatens to kill missing journalist BAGHDAD - A militant group has released a video saying it kidnapped a missing journalist in Iraq and would kill him unless US forces left Najaf within 48 hours. ,Politics
"Equatorial Guinea Wants to Quiz Thatcher in S. Africa (Update1) Equatorial Guinea prosecutors have asked South Africa for permission to question Mark Thatcher, who was arrested in Cape Town last week on suspicion of bankrolling a failed plan to overthrow ",Politics
"Anaheim Claims Sweep The red hot Angels completed their first sweep of the Yankees since the 1999 season with a 4-3 win, their fifth straight, Sunday in New York.",Sport
"Britain wants UN to set Khartoum clear targets over Darfur LONDON : Britain wants the UN Security Council to set clear benchmarks for assessing Sudan #39;s efforts to end the humanitarian crisis in its war-torn Darfur region, Foreign Secretary Jack Straw said.",Politics
"Schumacher finishes second at Spa but still claims seventh season &lt;b&gt;...&lt;/b&gt; Michael Schumacher clinched an unprecedented seventh Formula One drivers #39; title at the Belgian Grand Prix on Sunday, despite not winning for just the second time in 14 races this season.",Sport
"Abductions in Iraq a big business Groups tied to Abu Musab Zarqawi claim a major car bombing Tuesday, taking Westerners as hostages.",Politics
"Tiger may roar now that he #39;s not No. 1 We all saw it coming. For months now, the fight for golf #39;s No. 1 ranking had been staged in PGA Tour battles far and wide. While one man slowly chipped away at what once seemed to be an insurmountable lead ",Sport
Federer's Games Dream Shattered  ATHENS (Reuters) - Top seed Roger Federer was bundled out  of the Olympic tennis tournament on Tuesday by unheralded Czech  Tomas Berdych.,Sport
"Insurgents Target Iraqi Police; 59 Dead BAGHDAD, Iraq - Guerrillas bombed a Baghdad shopping street full of police recruits and fired on a police van north of the capital Tuesday in attacks that killed at least 59 people and struck at the heart of the U.S. strategy for fighting Iraq's escalating insurgency...",Politics
Greek Fani Halkia wins women #39;s 400m hurdles gold Greece #39;s Fani Halkia captured the women #39;s 400m hurdles gold medal before a boisterous home crowd at the Olympic Games in Athens on August 25.,Sport
"Leverkusen hammer Real Madrid 3-0 Bayer Leverkusen, losing finalists to Real Madrid in 2002, hammered the Spaniards, 3-0, yesterday, the most stunning upset in the opening rotation of the Champions League.",Sport
"Michael Phelps: A very nice guy finishes first At 8:41 pm Thursday, Greek time, Michael Phelps was on the medal stand, the champion of the 200-meter individual medley. He was wearing his official ",Sport
"UPDATE 2-Harrington shows form to win German Masters Ireland #39;s Padraig Harrington demonstrated his return to form five days before the Ryder Cup, with victory in the German Masters on Sunday.",Sport
"Senior Sadr aide assassinated in Iraq BAGHDAD (AFP) -- A senior aide to radical Iraqi Shiite cleric Moqtada Sadr was assassinated on the road between the holy city of Najaf and Baghdad, an official from the movement said Wednesday.",Politics
"Schilling gets 20th as Red Sox romp BOSTON - Curt Schilling got his 20th win on the eve of Boston #39;s big series with the New York Yankees. Now he wants much more.  quot;In a couple of weeks, hopefully, it will get a lot better, quot; he said after becoming ",Sport
"Not Roddick, but Fish reaches finals ATHENS, Greece - Despite early disappointment in the Olympic tennis tournament, the US by was treated by Mardy Fish to a 6-3, 6-4 victory over Fernando Ganzalez in the semifinal match. ",Sport
"Dollar Dips Vs European Currencies (Reuters) Reuters - The dollar softened against the euro\but firmed against the yen on Monday, trading within tight\ranges as dealers refrained from making aggressive bets ahead\of the August U.S. payrolls report later this week.",Politics
"Powell Says Sudan Sponsoring Genocide in Darfur (Update3) Secretary of State Colin Powell said Sudan #39;s government is sponsoring atrocities in its western Darfur region that amount to genocide, buttressing the US case for the United Nations to levy economic sanctions on the African nation.",Politics
"DPRK negative #39;over US offer on nuclear weapons HONG KONG: North Korea shows no sign of accepting US incentives to give up its nuclear weapons programmes, Australian Foreign Minister Alexander Downer said in remarks released on Thursday. ",Politics
"Sikh millions gather for historic jubilee Sikhs from all over the world have begun arriving in the holy city of Amritsar, northern India, to commemorate the 400th year of the Sikh holy book, the Guru Granth Sahib, on 1 September.",Politics
"Murder victim 'missed her stop' A 22-year-old French woman was killed while walking home after missing her bus stop, police believe.",Politics
"Saboteurs Attack About 20 Iraq Pipelines BASRA, Iraq Aug. 26, 2004 - Saboteurs have attacked about 20 oil pipelines in southern Iraq, reducing exports from the key oil producing region by at least one third, a top oil official said Thursday.",Politics
"Kane, Kung share Safeway Classic lead Candie Kung and Lorie Kane overcame the wind and the rain -- and a rally by Annika Sorenstam -- to top the Safeway Classic leaderboard.",Sport
"Americans in Afghan Trial Ask FBI for Documents  KABUL, Afghanistan (Reuters) - Three Americans standing  trial in Afghanistan Monday for imprisoning and torturing  Afghans were given a week to provide evidence, which they say  was withheld by U.S. authorities, proving that they had  official clearance.",Politics
Having a ball The Red Sox rode into Yankee Stadium on Friday with the confidence that comes from playing like the best team in baseball and having the wild card in your back pocket.,Sport
"Hostage takers at Russian school refuse talks with Islamic leader Hostage takers holding up to 240 people at a school in southern Russia have refused to talk with a top Islamic leader and demanded to meet with regional leaders instead, ITAR-TASS reported on Wednesday.",Politics
"Lavish banquet held for 5,000 VIP guests Brunei was laying out a lavish table yesterday for 5,000 high-powered guests to celebrate the marriage of its crown prince to a half ",Politics
